,text_excerpt,state,school type,grade,year,subject,doc_id
7357,"Stress, b diskutieren und bewerten Maßnahmen zur Stressbewältigung und Förderung der Resilienz. b Anwendung auf Prüfungssituationen Abitur Fakultative Inhalte Biologie LK Inhalte / Basisbegriffe Kompetenzerwartungen Vorschläge und Hinweise Inf F Emotionen haben Einfluss auf Lernen und Gedächtnis Die Schülerinnen und Schüler a Gedächtnis, Kurzzeitgedächtnis, Arbeitsgedächtnis, Zwischengedächtnis, Langzeitgedächtnis, deklaratives Gedächtnis, prozedurales Gedächtnis, emotionales Gedächtnis, Angstgedächtnis a geben die Funktionen verschiedener Gedächtnisarten an",Saarland,Gym,Sek2,2024,Bio,7357
7358,"Gesundheit, diese äußern. Dazu gehören emotionale Kompetenzen: den eigenen emotionalen Zustand erkennen, adressaten- und situationsadäquat ausdrücken können und damit umgehen; aversive oder belastende Emotionen bewältigen Emotionsregulation; emotionale Selbstwirksamkeit; empathisch auf Emotionen anderer eingehen, anderen vertrauen. Motivation/Lernbereitschaft: sich auf etwas einlassen; für eine Sache fiebern; sich motiviert fühlen und andere motivieren; von epistemischer Neugier geleitete Fragen formulieren; sich vertiefen, etwas herausbekommen, einer",Hessen,Gym,Sek2,2024,Bio,7358
7359,"sensibel sein für eigene Körperlichkeit und psychische Gesundheit, diese äußern. Dazu gehören emotionale Kompetenzen: den eigenen emotionalen Zustand erkennen, adressaten- und situationsadäquat ausdrücken können und damit umgehen; aversive oder belastende Emotionen bewältigen Emotionsregulation; emotionale Selbstwirksamkeit; empathisch auf Emotionen anderer eingehen, anderen vertrauen. Motivation/Lernbereitschaft: sich auf etwas einlassen; für eine Sache fiebern; sich motiviert fühlen und andere motivieren; von epistemischer Neugier geleitete",Hessen,Gym,Sek2,2024,Bio,7359
7360,"mit sehr viel Neugier. Sie haben viele Fragen, sie können sich an dem Besonderen, Außergewöhnlichen begeistern und bringen viel Phantasie mit. Dieser Schwung soll nicht gebremst, sondern produktiv aufgenommen werden. Emotionen, Imagination und Kreativität stehen der Entwicklung eines kritischen Geschichtsbewusstseins nicht im Weg, sondern sind wirkungsvolle Mittel, sich die Geschichte auf vielfältige und altersgemäße Weise zu erschließen. Gleiches gilt für den",BaWü,,Sek1,2016,Geschichte,7360
7361,"für sich selbst sowie mit anderen. verstehen die Bedeutung von Regeln und Fairness für das Gelingen eines Spiels sowie allgemein des Zusammenlebens. halten beim Spielen Regeln ein und zeigen angemessene Emotionen, z. B. bei Sieg und Niederlage. spielen ausgewählte Spiele z. B. aus unterschiedlichen Kulturen und nehmen diese als bereichernde Möglichkeit der interkulturellen Begegnung und als gemeinschaftsfördernde Aktivität wahr. Inhalte zu",Bayern,Realschule,,2023,Bio,7361
7362,"inneren Wahrnehmen und Empfinden beschäftigen muss: Zum einen erfährt er sich als Wesen mit körperlichen Befindlichkeiten und Bedürfnissen, zum anderen als Wesen, das über mentale Zustände wie Gedanken, aber auch Emotionen verfügt. Hier ist die Schnittstelle zur Lebens- und Erfahrenswelt der Jugendlichen und jungen Erwachsenen und deren virulentes Interesse, sich über sich selbst und den Prozess des eigenen Erwachsenwerdens in seiner",Schleswig-Holstein,,,2016,"Ethik, Philo",7362
7363,"in der Morallehre moral-sense-Auffassungen Mitleid als Grundlage von ethischen Theorien und als Triebfeder moralischen Handelns Anwendung, Grenzen und Kritik der Gefühlsethik erhöhtes Niveau Leistungskurs Reflexionen zur Rolle ausgewählter Affekte und Emotionen in der Ethik zum Beispiel Achtung, Scham, Liebe, Mitgefühl, Empathie, Angst, Empörung, Versöhnung, Traurigkeit, Ekel Funktion und Bedeutung ausgewählter Emotionen zum Beispiel Liebe in der Moralphilosophie und politischen Philosophie zum",Hessen,Gym,Sek2,2024,"Ethik, Philo",7363
7364,"Feedback. Inhalte zu den Kompetenzen: Gefühlslage in der Pubertät, z. B. Gefühlsschwankungen, Bedürfnis nach Rückzug oder Nähe, Unsicherheit, Verliebtheit angemessener Gefühlsausdruck, z. B. Vermeidung von Überreaktionen Strategien zum Umgang mit Emotionen: z. B. distanzierter Blick auf die eigene Situation, Entspannungstechniken, Atmen und Zählen, Methode des lauten Denkens, professionelle Hilfsangebote Veränderungen in der Pubertät: körperlich, psychisch und sozial Selbst- und Fremdwahrnehmung, realistische",Bayern,Realschule,,2023,Bio,7364
7365,"zu verknüpfen, soll grundsätzlich beachtet werden. Kompetenzerwartungen Die Schülerinnen und Schüler ... veranschaulichen innere Bilder, Vorstellungen und Empfindungen mit bildnerischen Mitteln ggf. Inszenierung, Bildfolge, Film, um sich eigener Einstellungen und Emotionen bewusst zu werden und sich mit ihnen handelnd auseinanderzusetzen. nehmen die sichtbare Wirklichkeit oder Darstellungen z. B. zu dem Verhältnis Mensch und Natur differenziert wahr und gestalten auf dieser Grundlage",Bayern,Realschule,,2023,Bio,7365
7366,"individuelle Ziele und tragen dazu bei, Mitschülerinnen und Mitschüler mit besonderen Bedürfnissen aktiv in das Spiel-/Sportgeschehen zu integrieren. Inhalte zu den Kompetenzen: Regelentwurf für ein eigenes Spiel Analyse von Spielsituationen, Emotionen und Affekthandlungen bei Regelverstößen, z. B. mit Videomaterial kreative Aufgaben in der Gruppe, z. B. Entwurf eines Hindernisparcours Kooperations- und Problemlösungsaufgaben, Interaktionsspiele Aufgaben zum Kräftemessen und zur Aggressionssteuerung, z. B.",Bayern,Realschule,,2023,Bio,7366
7367,"handelnde und lernende Individuen zu aktivieren sowie in die Unterrichtsplanung und -gestaltung einzubeziehen. Erforderlich sind differenzierte Lernangebote, die vorrangig an die Erfahrungswelt der Schüler anknüpfen, die Verbindung von Kognition und Emotion berücksichtigen sowie Schüler Lerngegenstände aus mehreren Perspektiven und in vielfältigen Anwendungszusammenhängen betrachten lassen. Verschiedene Kooperationsformen beim Lernen müssen in allen Fächern intensiv genutzt werden. Intensive methodisch vielfältige Phasen von Übung,",Sachsen,Oberschule,,2019,"Ethik, Philo",7367
7368,"handelnde und lernende Individuen zu aktivieren sowie in die Unterrichtsplanung und -gestaltung einzubeziehen. Erforderlich sind differenzierte Lernangebote, die vorrangig an die Erfahrungswelt der Schüler anknüpfen, die Verbindung von Kognition und Emotion berücksichtigen sowie Schüler Lerngegenstände aus mehreren Perspektiven und in vielfältigen Anwendungszusammenhängen betrachten lassen. Verschiedene Kooperationsformen beim Lernen müssen in allen Fächern intensiv genutzt werden. Intensive methodisch vielfältige Phasen von Übung,",Sachsen,Mittelschule,,2019,Bio,7368
7369,"menschenrechtsorientierten und demokratischen Wertebildung bei, um Demokratie als Regierungsform durch aufgeklärte Urteilsbildung und Entscheidungsfindung zu erhalten und weiter zu entwickeln. Soziale Interaktionserfahrungen im Politikunterricht bieten Raum, um individuelle Sichtweisen und Emotionen zu thematisieren und zu reflektieren. Die Konfrontation mit unterschiedlichen Perspektiven, die Entwicklung gemeinsamer Grundlagen und Werte in der Kooperation bilden eine wichtige Basis, um im Rahmen von Klasse und Schule",Bremen,Gym,Sek1,2006,Sozialkunde,7369
7370,"Gefühlsethik erhöhtes Niveau Leistungskurs Reflexionen zur Rolle ausgewählter Affekte und Emotionen in der Ethik zum Beispiel Achtung, Scham, Liebe, Mitgefühl, Empathie, Angst, Empörung, Versöhnung, Traurigkeit, Ekel Funktion und Bedeutung ausgewählter Emotionen zum Beispiel Liebe in der Moralphilosophie und politischen Philosophie zum Beispiel Nussbaum das moralische Gefühl als Grundlage der Moral Q. Antike und moderne Tugendethik grundlegendes Niveau Grundkurs und Leistungskurs Grundzüge",Hessen,Gym,Sek2,2024,"Ethik, Philo",7370
7371,"unterschiedliche individuelle Funktionen der Angst charakterisieren - verschiedene psychische Störungen skizzieren - differenzierte paradigmatische Entstehungstheorien von Angst beschreiben - systematische Interventions- und Therapiemöglichkeiten darstellen Analysekompetenz - Aspekte und Funktionen der Emotion Angst anhand von Fallbeispielen beschreiben und Angst als Emotion von Ängstlichkeit als Disposition sowie von Angststörungen unterscheiden - geeignete Erklärungsansätze für Angst aus Sicht unterschiedlicher Paradigmen auswählen, um Fallbeispiele systematisch",Sachsen-Anhalt,Gym,,2024,"Psychologie, Gesundheit",7371
7372,"prüfen innere Einflüsse auf das Denken, beschreiben und prüfen äußere Einflüsse auf das Denken, bestimmen davon ausgehend die Bedeutung des Begriffes Selbst-Denken, Rollenspiel: Mr. Spock sein in selbst entworfenen durch Emotionen bestimmte Situationen Gefühle zähmen: Gefühle mitteilen IchBotschaft, Mitfühlen, Das Eisen schmieden, wenn es kalt ist auf dem Prüfstand: Essgewohnheiten, gewohnter Tagesablauf, Lerngewohnheiten Angst-Check: Vorurteile durch Fakten ersetzen Gewissen als bedrängende",Saarland,GemS,"7,8",2018,"Ethik, Philo",7372
7373,"Jahrgang . Jahrgang Sek I - SR Unterschiedliche Faktoren beeinflussen Blutkreislaufsystem und äußere Atmung. nennen und beschreiben Faktoren, die Blutkreislauf und äußere Atmung beeinflussen. Belastung durch: körperliche Aktivität Temperatur Gesundheitszustand Emotionen Sek I - SR Unterschiedliche Belastungszustände des Organismus beeinflussen den Sauerstoffbedarf. erklären den Zusammenhang zwischen Belastungszuständen und Sauerstoffbedarf. Belastungszustände führen zu einem erhöhten Energiebedarf. Organe benötigen Sauerstoff zur Bereitstellung von",Schleswig-Holstein,,,,Bio,7373
7374,"sensibel sein für eigene Körperlichkeit und psychische Gesundheit, diese äußern. Dazu gehören emotionale Kompetenzen: den eigenen emotionalen Zustand erkennen, adressaten- und situationsadäquat ausdrücken können und damit umgehen; aversive oder belastende Emotionen bewältigen Emotionsregulation; emotionale Selbstwirksamkeit; empathisch auf Emotionen anderer eingehen, anderen vertrauen. Motivation/Lernbereitschaft: sich auf etwas einlassen; für eine Sache fiebern; sich motiviert fühlen und andere motivieren; von epistemischer Neugier geleitete",Hessen,Gym,Sek2,2024,"Ethik, Philo",7374
7375,"Gesundheit, diese äußern. Dazu gehören emotionale Kompetenzen: den eigenen emotionalen Zustand erkennen, adressaten- und situationsadäquat ausdrücken können und damit umgehen; aversive oder belastende Emotionen bewältigen Emotionsregulation; emotionale Selbstwirksamkeit; empathisch auf Emotionen anderer eingehen, anderen vertrauen. Motivation/Lernbereitschaft: sich auf etwas einlassen; für eine Sache fiebern; sich motiviert fühlen und andere motivieren; von epistemischer Neugier geleitete Fragen formulieren; sich vertiefen, etwas herausbekommen, einer",Hessen,Gym,Sek2,2024,"Ethik, Philo",7375
7376,"handelnde und lernende Individuen zu aktivieren sowie in die Unterrichtsplanung und -gestaltung einzubeziehen. Erforderlich sind differenzierte Lernangebote, die vorrangig an die Erfahrungswelt der Schüler anknüpfen, die Verbindung von Kognition und Emotion berücksichtigen sowie Schüler Lerngegenstände aus mehreren Perspektiven und in vielfältigen Anwendungszusammenhängen betrachten lassen. Verschiedene Kooperationsformen beim Lernen müssen in allen Fächern intensiv genutzt werden. Intensive methodisch vielfältige Phasen von Übung,",Sachsen,Oberschule,,2019,Geschichte,7376
7377,"Ethiken im Vergleich Unterscheidung zwischen deskriptiver und normativer Ethik sowie Metaethik Präferenzutilitarismus Q. Gefühlsethik grundlegendes Niveau Grundkurs und Leistungskurs Grundzüge der Gefühlsethiken zum Beispiel Schopenhauer, Hume Rolle von Gefühlen und Emotionen in der Morallehre moral-sense-Auffassungen Mitleid als Grundlage von ethischen Theorien und als Triebfeder moralischen Handelns Anwendung, Grenzen und Kritik der Gefühlsethik erhöhtes Niveau Leistungskurs Reflexionen zur Rolle ausgewählter Affekte und",Hessen,Gym,Sek2,2024,"Ethik, Philo",7377
7378,"achten auf ihre Fähigkeiten, Gefühle und Bedürfnisse; sie steuern und reflektieren ihre Arbeitsprozesse von ihren kognitiven und psychischen Voraussetzungen her Eigenmotivation, Konzentrationsbereitschaft. Sozialkompetenz Soziale Wahrnehmungsfähigkeit: Die Lernenden nehmen unterschiedliche Bedürfnisse, Emotionen, Überzeugungen sowie Interpretationen sozialer Realität in Beziehungen Partner, Gruppen, größere Gemeinschaften, Gesellschaften wahr. Sie versetzen sich in die Lage anderer Empathie, Perspektivenübernahme, erfassen und reflektieren den Stellenwert ihres eigenen Handelns.",Hessen,Realschule.pdf,,,"Ethik, Philo",7378
7379,"Störungen skizzieren - differenzierte paradigmatische Entstehungstheorien von Angst beschreiben - systematische Interventions- und Therapiemöglichkeiten darstellen Analysekompetenz - Aspekte und Funktionen der Emotion Angst anhand von Fallbeispielen beschreiben und Angst als Emotion von Ängstlichkeit als Disposition sowie von Angststörungen unterscheiden - geeignete Erklärungsansätze für Angst aus Sicht unterschiedlicher Paradigmen auswählen, um Fallbeispiele systematisch zu interpretieren - paradigmatische Erklärungsansätze hinsichtlich der Grundannahmen, der",Sachsen-Anhalt,Gym,,2024,"Psychologie, Gesundheit",7379
7380,"und im öffentund Leben lichen Raum beschreiben und beurteilen; Projekt mit Kunst und Gestaltung, Deutsch und Geschichte, Versuche- Kunst zu definieren Vom Umgang mit den Sinnen Wie erzeugt unsere Umwelt Emotionen, Möglichkeiten der Weltwahrnehmung GegenGedanken, Gefühle und Reaktionen in uns stände, Lebensformen, Städte, Wohnungen, Natur, Umwelt erfahren, beschreiben und beurteilen; Zusammenarbeit mit Kunst und Gestaltung; Was kann ich damit anfangen verschiedene",MeckPomm,,7-10,,"Ethik, Philo",7380
7381,"Religion u. a. - Durch die Gestaltung von verschiedenen Begegnungs- und Kommunikationssituationen sollen Stereotype in Kommunikationsverhalten und Etikette bewusst gemacht und mögliche Kulturfehler vermieden werden. Anschauung, Materialien - Kognition und Emotion müssen beim interkulturellen Lernen eng miteinander verbunden werden. So kann Kulturaustausch durch den Einsatz narrativer, detektivisch-analytischer, spielerischer Methoden sinnlich erlebbar gemacht und Neugier geweckt werden. - Durch die Einbeziehung der",MeckPomm,,1-13,2002,"Psychologie, Gesundheit",7381
7382,"sowie ihren Begrenzungen auseinandersetzen Reflexions- und Urteilskompetenz Kognition, Emotion und Motivation Die Schülerinnen und Schüler setzen sich mit der Komplexität menschlicher Wahrnehmungs-, Gedächtnis- und Lernprozesse auseinander. Sie erkennen, wie Kognition, Emotion und Motivation zusammenwirken und können vor diesem Hintergrund eigenes Verhalten und Erleben reflektieren. Die Schülerinnen und Schüler können den Begriff und den Prozess der menschlichen Wahrnehmung darstellen sowie Faktoren, die",BaWü,Gemeinschaftsschule,Sek2,2016,"Psychologie, Gesundheit",7382
7383,"Folgen von Medienkonsum und Mediennutzung analysieren, sich dabei mit Chancen und Risiken auseinandersetzen zum Beispiel auf die kindliche Entwicklung, auf das Kommunikationsverhalten und Konsequenzen für eine sinnvolle Mediennutzung entwickeln Kognition, Emotion und Motivation Die menschliche Persönlichkeit und ihre Entwicklung Kommunikation REV Welt und Verantwortung RRK Welt und Verantwortung WI Globale Gütermärkte MB Kommunikation und Kooperation; Medienanalyse; Mediengesellschaft PG Sucht und Abhängigkeit",BaWü,,Sek2,2016,"Psychologie, Gesundheit",7383
7384,"Ende der Sekundarstufe I entwickelt werden. Inhaltsfeld : Das Selbst In diesem Inhaltsfeld geht es um Konzepte in Bezug auf den Menschen, dessen Persönlichkeit und Entwicklung. Hierbei werden individuelle Fähigkeiten, Emotionen sowie Vernunft und Vorstellungen des Seins besprochen. Verschiedene Möglichkeiten, sich und die eigene Persönlichkeit auszudrücken, werden in den Blick genommen. Durch die Auseinandersetzung mit diesen Konzepten werden eigene Handlungsmöglichkeiten eröffnet.",NRW,,Sek1,2024,"Ethik, Philo",7384
7385,"menschenrechtsorientierten und demokratischen Wertebildung bei, um Demokratie als Regierungsform durch aufgeklärte Urteilsbildung und Entscheidungsfindung zu erhalten und weiter zu entwickeln. Soziale Interaktionserfahrungen im Politikunterricht bieten Raum, um individuelle Sichtweisen und Emotionen zu thematisieren und zu reflektieren. Die Konfrontation mit unterschiedlichen Perspektiven, die Entwicklung gemeinsamer Grundlagen und Werte in der Kooperation bilden eine wichtige Basis, um im Rahmen von Schule Erfahrungen mit",Bremen,Gym,Sek2,2008,Sozialkunde,7385
7386,"zu einem besseren Selbstverständnis und zu Toleranz gegenüber anderen Menschenbildern und Weltanschauungen beitragen. Als Grundlage für Urteile und Handlungen dienen nicht nur kognitive Prozesse, sondern auch ein reflektierter Umgang mit Emotionen. Zentrales Prinzip des Unterrichts im Fach Praktische Philosophie ist es, das Philosophieren zu lernen. Entsprechend philosophieren Schülerinnen und Schüler selbstständig, d. h. sie reflektieren grundsätzliche philosophische Fragestellungen und Probleme methodisch",NRW,,Sek1,2024,"Ethik, Philo",7386
7387,"Prozesse erläutern zum Beispiel Rollen, Phasen der Gruppenbildung BTV Minderheitenschutz darlegen, wie andere auf menschliches Verhalten einwirken können zum Beispiel Konformität und Gehorsam anhand klassischer sozialpsychologischer Experimente, Führungsstile, Werbung Kognition, Emotion und Motivation Kommunikation D Funktion von Äußerungen , ETH Freiheit und Naturalismus , GK Grundlagen des politischen Systems MB Medienanalyse; Mediengesellschaft PG Mobbing und Gewalt VB Bedürfnisse und Wünsche; Medien",BaWü,,Sek2,2016,"Psychologie, Gesundheit",7387
