term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
verhältnis,59,0.0,0.0011,0.0115,0.0046,0.0001,0.0,0.0,0.0,0.0,0.0
motiv,58,0.0,0.0,0.0,0.0,0.0001,0.0,0.0179,0.0029,0.0,0.0
umwelt,57,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0083,0.0,0.0038
hineinversetzen,56,0.0009,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0126
weltanschauung,56,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0017,0.0124
zentral,55,0.0072,0.0,0.0,0.002,0.0001,0.0,0.0,0.0,0.0039,0.0011
überprüfen,55,0.0,0.0,0.0,0.0046,0.0001,0.0112,0.0,0.0,0.0,0.0007
medial,54,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0011,0.0,0.0125
fähigkeit,52,0.0088,0.0,0.0034,0.0,0.0001,0.0006,0.0,0.0,0.0,0.0
aspekt,51,0.0,0.0,0.0057,0.0,0.0001,0.0,0.0,0.0112,0.0,0.0
bereich,51,0.0,0.0,0.0113,0.0044,0.0001,0.0,0.0,0.0,0.0,0.0
fremd,51,0.0,0.0014,0.0004,0.0123,0.0001,0.0018,0.0,0.0,0.0,0.0
methodischdidaktisch,50,0.0,0.0019,0.0,0.0,0.0001,0.0005,0.0145,0.0,0.0,0.0
setzen,49,0.0034,0.0,0.0,0.0,0.0001,0.0105,0.0,0.0,0.0,0.0
kulturell,48,0.0,0.0,0.0,0.0153,0.0001,0.0,0.0,0.0,0.0,0.0
gerecht,45,0.0,0.0,0.0,0.0057,0.0001,0.0079,0.0,0.0,0.0,0.0
lüge,44,0.0,0.0,0.0,0.0,0.013,0.0,0.0067,0.0,0.0,0.0
identität,43,0.0008,0.0,0.0,0.0,0.003,0.0,0.0,0.0082,0.0,0.0028
kant,42,0.0,0.0105,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
wesen,42,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0141,0.0,0.0
kriterium,41,0.0,0.0,0.0,0.0128,0.0001,0.0007,0.0,0.0,0.0,0.0
diskussion,41,0.0,0.0,0.0,0.0,0.0001,0.0011,0.0137,0.0003,0.0,0.0
aussage,40,0.0,0.0,0.0106,0.0,0.0001,0.0,0.0022,0.0009,0.0,0.0
kirche,39,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0098,0.0006
unterschied,39,0.0,0.0,0.0023,0.0027,0.0001,0.0,0.008,0.0,0.0,0.0001
verfügen,39,0.0012,0.0007,0.0003,0.01,0.0001,0.0,0.0,0.0,0.0,0.0
liebe,37,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0042,0.0,0.0
einordnen,37,0.0016,0.0,0.0,0.0097,0.0001,0.0,0.0,0.0,0.0,0.0001
konfliktregelung,36,0.0,0.0,0.0,0.0,0.0001,0.0018,0.0,0.009,0.0,0.0
darstellung,36,0.0,0.0,0.009,0.0,0.0037,0.0,0.0,0.0,0.0,0.0
urteilen,35,0.0,0.0,0.0,0.0029,0.0001,0.0,0.009,0.0,0.0001,0.0
definieren,35,0.0,0.0,0.0,0.0,0.0001,0.0001,0.013,0.0,0.0,0.0
deontologisch,34,0.0,0.0087,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
etc,34,0.0,0.0,0.0,0.0,0.0001,0.0,0.0133,0.0,0.0,0.0
sexualität,33,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0043,0.0,0.0
imperativ,33,0.0,0.0087,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
instanz,32,0.0,0.0,0.0,0.0,0.0001,0.0,0.0025,0.0,0.0089,0.0
motivation,32,0.0,0.0,0.0,0.0,0.0001,0.0012,0.0099,0.0,0.0,0.0
grundbegriffe,28,0.0,0.0,0.0084,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
schuljahrgang,28,0.0,0.0,0.0,0.0,0.0122,0.0015,0.0,0.0,0.0,0.0
frei,28,0.0,0.0,0.0001,0.0007,0.0001,0.0,0.0,0.0001,0.0089,0.0
gültigkeit,27,0.0,0.0,0.0011,0.0,0.0001,0.0078,0.0,0.0,0.0,0.0
bzgl,26,0.0,0.0,0.0,0.0,0.0001,0.0,0.009,0.0002,0.0,0.0
böse,26,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0009,0.0082,0.0
utilitarismus,25,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0084,0.0
gebot,24,0.0,0.0,0.0,0.0,0.0098,0.0,0.0023,0.0,0.0,0.0
konfliktlösung,19,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0,0.0,0.0002
