term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
begriff,157,0.0082,0.0,0.0257,0.0131,0.0093,0.0001,0.0,0.0,0.0,0.0008,0.0001,0.0005
natur,156,0.0153,0.0,0.0,0.0,0.0058,0.0001,0.0041,0.0,0.0,0.0,0.0001,0.0174
relevant,152,0.0182,0.0,0.0004,0.0,0.0001,0.0001,0.0047,0.0111,0.0022,0.0023,0.0001,0.002
prinzip,149,0.0045,0.0069,0.0,0.0,0.0001,0.008,0.0,0.0241,0.0,0.0,0.0003,0.0001
argumentieren,140,0.0031,0.0,0.0,0.0,0.0001,0.0022,0.0,0.01,0.0,0.0205,0.0001,0.0051
bedeutung,138,0.0057,0.0027,0.0,0.0107,0.0001,0.0001,0.0011,0.0,0.0,0.0002,0.0001,0.0159
position,137,0.011,0.0,0.0,0.0012,0.0001,0.0001,0.0,0.0176,0.0035,0.0015,0.0001,0.0
konflikt,134,0.0,0.0,0.011,0.0016,0.0058,0.0043,0.0,0.0072,0.0,0.0073,0.0001,0.007
begründen,129,0.0057,0.0,0.0,0.0048,0.0001,0.0022,0.0,0.0146,0.0082,0.0001,0.0001,0.0012
problem,127,0.0126,0.0044,0.0011,0.008,0.0001,0.0052,0.0,0.0031,0.0,0.0,0.0001,0.0043
entwickeln,119,0.0,0.0,0.0,0.0066,0.0001,0.0001,0.0056,0.0152,0.0074,0.0008,0.0001,0.0
unterschiedlich,116,0.0,0.0,0.0,0.0103,0.0001,0.0001,0.0031,0.0091,0.006,0.0042,0.0001,0.0023
zusammenleben,115,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0035,0.0022,0.0221
philosophisch,115,0.0111,0.0,0.0,0.0004,0.0092,0.0057,0.0,0.0007,0.0071,0.0039,0.0041,0.0019
religion,114,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.038,0.0049,0.0
argumentation,109,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.025,0.0,0.0,0.0001,0.0
situation,109,0.0138,0.0,0.0083,0.0,0.0001,0.01,0.0,0.0033,0.0,0.0006,0.0001,0.0
religiös,108,0.0,0.0029,0.0,0.0063,0.0108,0.0001,0.0,0.0082,0.0,0.0121,0.0001,0.0
wahrnehmen,108,0.0,0.0,0.0,0.0,0.0009,0.0097,0.0,0.0,0.0,0.0251,0.0001,0.0045
ethikunterricht,105,0.004,0.0095,0.0021,0.0059,0.0001,0.0001,0.0,0.0,0.0151,0.0,0.0001,0.0001
auseinandersetzung,103,0.0023,0.0067,0.0139,0.0,0.0001,0.0006,0.0035,0.0066,0.0018,0.0,0.0001,0.0
gewissen,102,0.0,0.0,0.0338,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0017
gesellschaftlich,100,0.0,0.0,0.008,0.0003,0.0204,0.0002,0.0,0.0035,0.0,0.0137,0.0001,0.0002
zusammenhang,100,0.0013,0.0,0.0,0.0,0.0001,0.0001,0.0054,0.0115,0.0064,0.0,0.0001,0.0037
sozial,93,0.0,0.0,0.0,0.0097,0.0141,0.004,0.0061,0.0002,0.0003,0.0046,0.0001,0.0031
orientierung,91,0.0,0.0235,0.0,0.0,0.0031,0.0001,0.0,0.0004,0.0121,0.0,0.0001,0.0002
normativ,89,0.0134,0.0,0.0,0.0,0.0001,0.0062,0.0,0.0075,0.0,0.0,0.0001,0.0
individuell,85,0.0,0.0,0.0059,0.0039,0.0001,0.0001,0.0,0.0035,0.0054,0.0107,0.0001,0.0
toleranz,84,0.0,0.0,0.0,0.0,0.0001,0.009,0.0,0.0,0.0,0.0,0.0001,0.0143
untersuchen,84,0.0,0.0,0.0,0.0043,0.0079,0.0001,0.0,0.011,0.0,0.0042,0.0012,0.0
fragestellung,83,0.0027,0.0,0.0,0.0,0.0056,0.0001,0.0,0.0073,0.0075,0.0,0.0104,0.0001
interpretieren,81,0.0012,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0152,0.0001,0.0072
entscheidung,80,0.0,0.0,0.0116,0.0,0.0001,0.0001,0.0,0.0033,0.0128,0.0,0.0001,0.0
wertvorstellung,78,0.0,0.0,0.0,0.0126,0.0001,0.0001,0.0,0.0094,0.0,0.0,0.0001,0.0
vorstellung,77,0.0,0.0,0.0003,0.0054,0.0001,0.0146,0.0,0.0,0.0048,0.0027,0.0001,0.003
funktion,77,0.0083,0.0021,0.0,0.0136,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
umgang,76,0.0,0.0024,0.0,0.0008,0.0072,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0131
urteilsfähigkeit,75,0.0001,0.0037,0.0,0.0045,0.0001,0.0017,0.0027,0.0106,0.0,0.0,0.0001,0.0
praktisch,75,0.0102,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0065,0.0,0.0117,0.0
lernen,74,0.0,0.0,0.0,0.014,0.0001,0.0144,0.0,0.0,0.0,0.0024,0.0001,0.0
grundlegend,71,0.0074,0.0,0.0,0.0043,0.006,0.0001,0.0001,0.0015,0.0,0.0,0.0126,0.0
inhaltsbezogen,71,0.0,0.0029,0.0,0.0045,0.0015,0.0188,0.0044,0.0,0.0018,0.0,0.0001,0.0
verantwortlich,71,0.0,0.0123,0.0,0.0,0.0001,0.0153,0.0,0.0053,0.0,0.0,0.0001,0.0
erörtern,71,0.0,0.008,0.0041,0.0,0.0001,0.003,0.0,0.0,0.0014,0.0093,0.0001,0.0017
hinblick,70,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0079,0.0093,0.0017,0.0001,0.0015
menschlich,70,0.004,0.0132,0.0,0.0,0.0001,0.0001,0.0076,0.0011,0.0,0.0005,0.0001,0.0008
wahrheit,69,0.0,0.0,0.0,0.0,0.0001,0.0041,0.0173,0.0,0.0,0.0,0.0001,0.0043
pflicht,68,0.0,0.0,0.0,0.0165,0.0001,0.0001,0.0038,0.0,0.0,0.0,0.0001,0.0016
reflexion,68,0.0042,0.0,0.0036,0.0025,0.0047,0.0001,0.0,0.0,0.0094,0.0,0.0001,0.0
historisch,67,0.0,0.0,0.0,0.0,0.0099,0.0001,0.0,0.0146,0.0,0.0,0.0001,0.0
stehen,66,0.002,0.0,0.0188,0.0,0.0001,0.0001,0.0034,0.0,0.0,0.0001,0.0001,0.0
denken,66,0.0,0.0,0.0,0.0072,0.0001,0.0097,0.0039,0.003,0.0029,0.0,0.0001,0.0
stellen,65,0.0,0.0089,0.0,0.0002,0.0001,0.0001,0.0065,0.006,0.0,0.0001,0.0001,0.0014
inhalt,65,0.0026,0.0,0.0,0.0,0.0161,0.0028,0.0,0.0,0.0074,0.0,0.0001,0.0024
rolle,64,0.0,0.0,0.0,0.0,0.0033,0.0001,0.0025,0.0,0.0007,0.0,0.0039,0.0108
allgemein,63,0.0043,0.0,0.0076,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.023,0.0
wichtig,63,0.0001,0.006,0.0,0.0018,0.0001,0.0001,0.0119,0.0011,0.0028,0.0,0.0001,0.0008
begründung,61,0.0023,0.0,0.0001,0.0,0.0001,0.0019,0.0029,0.0,0.0098,0.001,0.0001,0.0022
dimension,61,0.0,0.0,0.002,0.0094,0.0001,0.0001,0.0028,0.0046,0.0,0.0,0.0001,0.0
persönlich,61,0.0001,0.0045,0.0036,0.0,0.0001,0.0001,0.0,0.0015,0.009,0.004,0.0001,0.0
text,60,0.0,0.0,0.0133,0.0,0.0001,0.0034,0.0,0.0042,0.0,0.0,0.0001,0.0
beziehen,60,0.004,0.0004,0.0085,0.0045,0.0001,0.0009,0.0,0.0,0.0001,0.002,0.0001,0.0
rechtlich,60,0.0,0.0,0.0003,0.0,0.0358,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0034
berücksichtigung,59,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0022,0.016,0.0017,0.0001,0.0005
verhältnis,59,0.0035,0.0051,0.0012,0.0101,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
motiv,58,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0241,0.0,0.0,0.0,0.0001,0.0
begründet,57,0.0031,0.0,0.0,0.0,0.0001,0.0146,0.0,0.005,0.0,0.0,0.0001,0.0
umwelt,57,0.0,0.0,0.0,0.0,0.0092,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0101
urteilsbildung,57,0.0023,0.0,0.0,0.0,0.0001,0.0001,0.0026,0.0,0.0085,0.0026,0.0051,0.0001
hineinversetzen,56,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0168,0.0001,0.0016
weltanschauung,56,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0196,0.0001,0.0
medial,54,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0027,0.0001,0.0098
aspekt,51,0.0,0.0228,0.0,0.0,0.0001,0.0001,0.0,0.0018,0.0,0.0,0.0001,0.0
bereich,51,0.0,0.0053,0.0013,0.012,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0003
beitrag,50,0.0,0.013,0.0,0.0,0.0001,0.0001,0.0,0.0003,0.0024,0.0,0.0001,0.0036
methodischdidaktisch,50,0.0,0.0,0.0,0.004,0.0001,0.0166,0.0035,0.0,0.0,0.0,0.0001,0.0
kulturell,48,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0021,0.0103,0.0,0.0,0.0001,0.0
grundbegriff,45,0.0,0.0001,0.0009,0.0,0.0128,0.0001,0.0,0.0,0.0,0.0025,0.0042,0.0028
gerecht,45,0.0,0.0065,0.0,0.0019,0.0001,0.0129,0.0,0.0,0.0,0.0,0.0001,0.0008
selbstbestimmung,44,0.0,0.0,0.0,0.0,0.0001,0.0098,0.0,0.0,0.0,0.0045,0.0001,0.0031
lüge,44,0.0,0.0,0.0,0.0,0.0015,0.0028,0.0151,0.0,0.0,0.0,0.0001,0.0
kant,42,0.0,0.0043,0.0,0.0,0.0001,0.0001,0.0134,0.0,0.0,0.0,0.0001,0.0
wesen,42,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0133,0.0026,0.0,0.0,0.0001,0.0
kriterium,41,0.0,0.0,0.0,0.0,0.0001,0.0052,0.002,0.0,0.0104,0.0,0.0001,0.0
diskussion,41,0.0,0.0,0.0,0.0,0.0001,0.0084,0.0118,0.0,0.0,0.0,0.0001,0.0
relevanz,40,0.0007,0.0,0.0087,0.0024,0.0001,0.0001,0.0,0.0015,0.0,0.0,0.0001,0.0002
aussage,40,0.0101,0.0,0.0024,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0
autonomie,40,0.0,0.0,0.0,0.0,0.0001,0.0046,0.0133,0.0,0.0,0.0,0.0001,0.0
kirche,39,0.0,0.0,0.0,0.0,0.0156,0.0001,0.0,0.0,0.0,0.0078,0.0001,0.0
deskriptiv,39,0.0094,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0013,0.0,0.0,0.0001,0.0
liebe,37,0.0,0.0,0.0,0.0,0.0144,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0038
einordnen,37,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0089,0.0,0.0,0.0001,0.0
geschehen,37,0.0,0.0191,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
darstellung,36,0.0,0.0,0.0137,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
mittelpunkt,36,0.0,0.0,0.0136,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
sprache,35,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0032,0.0008,0.0,0.0,0.0123,0.0018
staat,35,0.0,0.0075,0.0,0.0,0.0001,0.0001,0.01,0.0,0.0,0.0,0.0001,0.0
bewusstsein,34,0.0,0.0,0.0,0.0004,0.0001,0.0047,0.0,0.0,0.0095,0.0,0.0001,0.0
etc,34,0.0,0.0,0.0033,0.0,0.0001,0.0001,0.0115,0.0,0.0,0.0,0.0001,0.0
geschichte,34,0.0012,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0122,0.0001,0.0
sexualität,33,0.0,0.0,0.0,0.0,0.0126,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0035
standpunkt,33,0.0,0.0,0.0,0.0,0.0001,0.0203,0.0,0.0,0.0,0.0,0.0001,0.0
imperativ,33,0.0004,0.0,0.0,0.0,0.0001,0.0001,0.0134,0.0,0.0,0.0,0.0001,0.0
inhaltsfeld,33,0.0,0.0001,0.0108,0.0007,0.0001,0.0001,0.0,0.0005,0.0,0.0,0.0001,0.0
kompetenzbereich,33,0.0,0.0024,0.0,0.0016,0.0114,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0017
modell,33,0.0016,0.0,0.0,0.0,0.0001,0.0001,0.0016,0.0,0.0037,0.0,0.0112,0.0
instanz,32,0.0,0.0,0.0033,0.0,0.0001,0.0001,0.0001,0.0,0.0084,0.0,0.0001,0.0
rrk,31,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.012,0.0001,0.0
interesse,30,0.002,0.009,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0013,0.0001,0.0
moralphilosophie,29,0.0007,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0009,0.0,0.0002,0.0153,0.0
anforderung,28,0.0,0.0,0.0,0.0,0.0001,0.0163,0.0,0.0,0.0,0.0,0.0001,0.0
schuljahrgang,28,0.0,0.0,0.0,0.0,0.0214,0.0,0.0,0.0,0.0,0.0,0.0001,0.0
kompetenzerwerb,28,0.0,0.0,0.0,0.0015,0.0128,0.0001,0.0,0.0,0.0,0.0,0.0044,0.0
rechtfertigung,28,0.0,0.012,0.0,0.0,0.0001,0.0001,0.0018,0.0001,0.0,0.0,0.0001,0.0
zukunft,27,0.0,0.0106,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0012
fördern,27,0.0,0.0089,0.0,0.0028,0.0001,0.0001,0.0,0.0004,0.0,0.0,0.0001,0.0
böse,26,0.0,0.0,0.0096,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
politisch,26,0.0016,0.0021,0.0,0.0,0.0001,0.0098,0.0,0.0,0.0005,0.0,0.0001,0.0
provokation,26,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0116,0.0,0.0,0.0,0.0001,0.0
utilitarismus,25,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0192,0.0
kritik,24,0.0,0.001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.015,0.0005
positiv,23,0.0,0.0102,0.0,0.0006,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
reflektiert,22,0.0,0.0,0.0,0.0,0.0001,0.0142,0.0,0.0,0.0,0.0,0.0001,0.0
schuld,21,0.0,0.0,0.0001,0.0,0.0178,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0
tugend,21,0.0002,0.009,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0005
bieten,21,0.0,0.0107,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
schuljahrgäng,20,0.0,0.0094,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0015,0.0
entwerfen,20,0.0,0.0,0.0,0.0,0.0001,0.0098,0.0,0.0,0.0,0.0,0.0001,0.0007
geltung,20,0.0,0.0,0.0,0.0,0.0121,0.0001,0.0018,0.0,0.0,0.0,0.0001,0.0
politik,19,0.0,0.0,0.0,0.0,0.0149,0.0001,0.0,0.0007,0.0,0.0,0.0001,0.0
psychologie,19,0.0,0.0,0.0,0.0,0.0152,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
angewandte,18,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0134,0.0
innerer,18,0.0,0.0,0.0,0.0,0.0001,0.0114,0.0,0.0,0.0,0.0,0.0001,0.0
leistungskurs,18,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.013,0.0
tugendethik,17,0.0009,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0098,0.0
kompetenzschwerpunkt,17,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0014,0.0105,0.0
hermeneutische,16,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0121,0.0
kunst,16,0.0,0.0,0.0,0.0,0.0001,0.0097,0.0,0.0,0.0,0.0,0.0001,0.0
erwartet,16,0.0,0.0,0.0,0.0,0.0123,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
niveau,16,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0114,0.0
leitthema,15,0.0,0.0,0.0,0.0,0.0113,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0
phänomenologische,13,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0099,0.0
moraltheoretisch,12,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0105,0.0
