term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
ziel,95,0.0041,0.0,0.0088,0.0,0.0054,0.0,0.0
entwickeln,93,0.004,0.0044,0.004,0.0,0.0,0.0015,0.0088
vorstellung,92,0.0045,0.0023,0.014,0.0009,0.0,0.0004,0.0
grundlegend,91,0.0077,0.0,0.0,0.001,0.0011,0.0062,0.0046
moralisch,91,0.0,0.0085,0.0026,0.0033,0.0,0.0057,0.0
toleranz,90,0.0033,0.0026,0.0,0.0032,0.0,0.0117,0.0
kommunikation,89,0.0,0.0207,0.0,0.0,0.0,0.0019,0.0
beziehen,88,0.0072,0.0,0.0038,0.0001,0.0,0.0,0.0089
iii,87,0.0,0.0,0.0,0.0123,0.0,0.002,0.0
wahrnehmen,86,0.0,0.0,0.0026,0.0103,0.0,0.002,0.0
demokratisch,85,0.0105,0.0,0.0,0.0019,0.0027,0.0024,0.0
frieden,84,0.0,0.0,0.0,0.0093,0.0036,0.0,0.0
ökonomisch,81,0.0135,0.0,0.0,0.0,0.0034,0.0,0.0
sinn,80,0.0,0.0113,0.0061,0.0025,0.0,0.0,0.0
strafe,79,0.0,0.0,0.0,0.0039,0.0,0.0034,0.01
lernen,79,0.0033,0.0,0.0008,0.0019,0.0058,0.0,0.0
achtung,78,0.0024,0.0,0.0,0.0024,0.0,0.0126,0.0
herausforderung,77,0.0015,0.0,0.0,0.0024,0.0079,0.0,0.0
erörtern,77,0.0064,0.0,0.0,0.0021,0.0,0.0007,0.0083
demokratie,76,0.0,0.0,0.0,0.0001,0.0085,0.0033,0.0
familie,76,0.0,0.0,0.0036,0.0,0.0,0.0004,0.0158
interpretieren,75,0.0,0.0001,0.0022,0.0088,0.0002,0.0014,0.0
religion,73,0.0,0.0,0.0,0.0109,0.0,0.0,0.0
wirklichkeit,73,0.0,0.0174,0.0,0.0,0.0,0.0,0.0
gestalten,71,0.0,0.01,0.0001,0.0,0.0032,0.0,0.0012
kriterium,71,0.0057,0.0,0.0074,0.0,0.0,0.0053,0.0
miteinander,70,0.0043,0.0,0.0,0.002,0.0,0.01,0.0
sozialstaat,69,0.0,0.0,0.0,0.0,0.0084,0.0,0.0028
wirtschaftlich,69,0.0024,0.0,0.0,0.0,0.0082,0.0,0.0003
ungerecht,68,0.0,0.0076,0.005,0.0003,0.0012,0.0,0.0013
denken,67,0.0014,0.0114,0.0,0.0,0.0,0.0038,0.0
anspruch,66,0.0,0.0025,0.003,0.0,0.0014,0.0097,0.0
bereich,66,0.002,0.0105,0.0,0.0013,0.0,0.002,0.0002
grundrecht,64,0.0,0.0,0.0001,0.0011,0.0,0.0,0.0152
deutschland,64,0.0,0.0,0.0,0.0,0.0093,0.0,0.0
partizipation,64,0.0017,0.0,0.0,0.0001,0.004,0.0099,0.0
interesse,63,0.0067,0.0,0.0083,0.0,0.0,0.0,0.0009
medial,63,0.0,0.0109,0.0,0.0033,0.0,0.0,0.0
wandel,63,0.0,0.0009,0.0,0.0,0.0078,0.0,0.0
verteilung,62,0.0048,0.0,0.0,0.0019,0.0001,0.0,0.0079
ungerechtigkeit,59,0.0023,0.0,0.0,0.0,0.0,0.0,0.0113
marktwirtschaft,58,0.0001,0.0,0.0,0.0,0.0087,0.0,0.0
überprüfen,56,0.0012,0.001,0.0012,0.0,0.0,0.011,0.0
herrschaft,53,0.0,0.0,0.0,0.0028,0.0,0.0093,0.0
darstellung,52,0.0023,0.0094,0.0,0.0,0.0,0.0,0.0
digital,51,0.0,0.0103,0.0002,0.0015,0.0,0.0,0.0
kultur,51,0.0,0.0119,0.0,0.0,0.0,0.0,0.0005
dimension,50,0.0,0.0,0.0,0.0011,0.006,0.0,0.0
europäisch,49,0.0,0.0,0.0198,0.0,0.0,0.0,0.0
fachübergreifend,49,0.0,0.0,0.0,0.0,0.0072,0.0,0.0
fairness,49,0.0012,0.0,0.0,0.0,0.0,0.0026,0.0082
erschließen,47,0.0,0.0,0.0,0.0,0.0017,0.0088,0.0007
rawls,46,0.0,0.0,0.0,0.0001,0.0,0.0,0.0109
theorie,46,0.0,0.0,0.0,0.0011,0.0,0.0,0.0096
freundschaft,46,0.0,0.0,0.0088,0.0,0.0,0.0,0.003
afb,45,0.0,0.0,0.0,0.0,0.0,0.0118,0.0
ausgleichend,45,0.0,0.0,0.0,0.0006,0.0,0.0,0.0104
selbstbestimmung,45,0.0013,0.0,0.008,0.0014,0.0003,0.0,0.0
konkretisierung,43,0.0005,0.0,0.0,0.0004,0.0,0.0,0.0093
kontext,42,0.002,0.0,0.0076,0.0,0.0,0.0008,0.0
fair,40,0.0084,0.0,0.0,0.0,0.0,0.0,0.0
klassenstuf,39,0.0082,0.0,0.0,0.0,0.0,0.0,0.0
situation,36,0.0,0.0,0.0085,0.0,0.0008,0.0,0.0
kategorie,36,0.0084,0.0,0.0,0.0,0.0,0.0,0.0
courage,36,0.0,0.0014,0.0072,0.0,0.0,0.0,0.001
verständnis,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0084
eth,35,0.0,0.0,0.0,0.0006,0.0,0.0,0.0084
legitimität,34,0.0,0.0,0.0,0.0012,0.0,0.0093,0.0
inklusion,29,0.0,0.0,0.0,0.0,0.0,0.0082,0.0
leisten,29,0.0,0.0,0.0091,0.0,0.0,0.0,0.0
thematisch,28,0.0,0.0081,0.0,0.0,0.0,0.0,0.0
glücksvorstellung,27,0.0,0.0,0.0072,0.0,0.0,0.0,0.0
sachverhalte,27,0.0,0.0,0.0,0.0,0.0,0.008,0.0
fachkonzept,20,0.0077,0.0,0.0,0.0,0.0,0.0,0.0
