term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
mobbing,39,0.0003,0.0001,0.0121,0.0171,0.0001,0.0002,0.0024,0.0001,0.0152,0.0097
konflikt,38,0.0002,0.0012,0.0097,0.0002,0.0017,0.0002,0.0191,0.0018,0.0037,0.0199
geschichte,36,0.0084,0.0002,0.0134,0.0047,0.0001,0.0034,0.0046,0.0107,0.0002,0.0099
kultur,36,0.0003,0.0002,0.0002,0.0002,0.0001,0.0018,0.0003,0.0002,0.0494,0.0002
verschieden,35,0.0154,0.0002,0.0023,0.01,0.0001,0.0023,0.0003,0.0029,0.0094,0.0033
diskriminierung,34,0.0003,0.0075,0.0002,0.0002,0.0039,0.0002,0.029,0.0001,0.0035,0.0112
leben,34,0.0073,0.0002,0.0067,0.0002,0.0113,0.0002,0.0003,0.0001,0.0135,0.0028
zusammenhang,33,0.0021,0.0002,0.0002,0.0002,0.0091,0.016,0.0201,0.0001,0.0004,0.0002
zusammenleben,32,0.0003,0.0002,0.0002,0.0002,0.0059,0.0002,0.0478,0.0001,0.0071,0.0129
handeln,31,0.0061,0.0001,0.0002,0.0002,0.0331,0.0057,0.0003,0.0001,0.0002,0.0002
umgang,31,0.0088,0.0144,0.0288,0.0002,0.0048,0.0002,0.0003,0.0001,0.0022,0.0002
beziehen,30,0.0003,0.0001,0.0002,0.0175,0.0001,0.013,0.0122,0.0001,0.0002,0.0014
gewalt,30,0.0003,0.0001,0.0079,0.0002,0.0001,0.0002,0.0322,0.0001,0.0032,0.0117
bne,29,0.0003,0.0286,0.0026,0.0002,0.0031,0.0002,0.0003,0.0001,0.0002,0.0002
gesellschaftlich,29,0.0003,0.0135,0.0062,0.0002,0.0002,0.0002,0.0003,0.0361,0.0002,0.0008
religion,29,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0045,0.0001,0.0328,0.0078
begründet,28,0.0003,0.0001,0.0002,0.0002,0.0031,0.0253,0.0003,0.0001,0.0002,0.0104
rolle,28,0.0003,0.0002,0.0061,0.0002,0.0134,0.0002,0.0003,0.0001,0.0005,0.0118
typisch,28,0.0003,0.0001,0.0145,0.0002,0.0001,0.0002,0.0003,0.0259,0.0073,0.0002
begründen,26,0.0205,0.0002,0.0002,0.0002,0.0001,0.0108,0.0003,0.0001,0.0002,0.0101
ethik,26,0.0003,0.0044,0.0136,0.0002,0.0082,0.0002,0.0003,0.0001,0.0002,0.0002
gegenwart,26,0.005,0.0002,0.0143,0.0002,0.0001,0.0182,0.0004,0.0001,0.0002,0.0054
herkunft,26,0.0003,0.0002,0.0002,0.0294,0.0001,0.0002,0.0003,0.0001,0.0002,0.001
wertvorstellung,26,0.0003,0.0002,0.0002,0.0002,0.0001,0.0159,0.0064,0.0001,0.0083,0.0079
einstellung,25,0.0073,0.0001,0.0002,0.0002,0.0001,0.0208,0.0031,0.0001,0.0083,0.0002
europa,25,0.0002,0.0002,0.0002,0.0002,0.0001,0.0003,0.0003,0.0381,0.0002,0.0002
sexualität,25,0.0002,0.0001,0.0301,0.0002,0.0001,0.0003,0.0003,0.0001,0.0002,0.0002
abbau,24,0.0003,0.0113,0.0002,0.0002,0.0001,0.0081,0.0003,0.0001,0.0206,0.0119
erfahrung,24,0.0118,0.0002,0.0003,0.0002,0.0115,0.0002,0.0003,0.0015,0.0002,0.0002
imperialismus,24,0.0003,0.0257,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
bedeutung,22,0.0107,0.0321,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0054
fremdheit,22,0.0003,0.0002,0.0002,0.0002,0.0116,0.0003,0.0214,0.0001,0.0003,0.0002
gefühl,22,0.0053,0.0043,0.0002,0.0173,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
respekt,22,0.0002,0.0002,0.0002,0.0002,0.0168,0.0002,0.0003,0.0001,0.0002,0.0002
welt,22,0.0108,0.0002,0.0002,0.0002,0.022,0.0002,0.0003,0.0001,0.0052,0.0029
hinterfragen,21,0.0005,0.0001,0.0002,0.0002,0.0039,0.0224,0.0003,0.0001,0.0025,0.0002
intoleranz,21,0.0003,0.0002,0.0002,0.0124,0.0001,0.0002,0.0179,0.0001,0.0002,0.002
denken,20,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0324,0.0002,0.0002
geschlechterrolle,20,0.0003,0.0001,0.0049,0.0175,0.0001,0.0002,0.0003,0.0001,0.0002,0.0014
grundlegend,20,0.004,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0138,0.0079
liebe,20,0.0003,0.0001,0.0241,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
politisch,20,0.004,0.0133,0.0002,0.0002,0.0001,0.0003,0.0003,0.0266,0.0002,0.0075
weltkrieg,20,0.0003,0.0449,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
wissen,19,0.0005,0.0002,0.0025,0.0002,0.0001,0.0002,0.0003,0.0001,0.0053,0.0206
aggression,18,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0059,0.0003,0.0122
erörtern,18,0.0117,0.0002,0.0002,0.0002,0.0001,0.0002,0.0201,0.0001,0.0002,0.0071
ethnisch,18,0.0003,0.0002,0.0002,0.0175,0.0001,0.0002,0.0003,0.0014,0.0002,0.0014
gruppe,18,0.0003,0.0001,0.0099,0.0002,0.0001,0.0004,0.0004,0.0074,0.0376,0.0003
hinblick,18,0.0003,0.0002,0.0002,0.0002,0.0026,0.0002,0.0003,0.0385,0.0003,0.0002
inklusion,18,0.0003,0.0001,0.0002,0.0002,0.0138,0.0002,0.0003,0.0001,0.0002,0.0002
problem,18,0.0064,0.0002,0.0002,0.0002,0.0014,0.0002,0.0338,0.0001,0.0003,0.0002
solidarität,18,0.0002,0.0002,0.0002,0.0002,0.0138,0.0002,0.0003,0.0001,0.0002,0.0002
verstehen,18,0.0204,0.0001,0.0002,0.0002,0.002,0.0002,0.0003,0.0002,0.0002,0.0052
frieden,17,0.0003,0.0181,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
gesellschaft,17,0.0007,0.0066,0.003,0.0002,0.0038,0.0002,0.0373,0.0001,0.0032,0.0069
aussehen,16,0.0003,0.0001,0.0002,0.0175,0.0001,0.0002,0.0003,0.0001,0.0002,0.0014
entstehung,16,0.0003,0.0002,0.0002,0.0002,0.0001,0.0063,0.0003,0.0001,0.0002,0.0201
fremd,16,0.0213,0.0001,0.0002,0.003,0.0001,0.0018,0.0003,0.0003,0.0003,0.0002
kulturell,16,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0075,0.014,0.0002
lebensalter,16,0.0003,0.0001,0.0002,0.0175,0.0001,0.0002,0.0003,0.0001,0.0002,0.0014
lernen,16,0.0023,0.0001,0.0002,0.0002,0.0001,0.0002,0.0045,0.0001,0.0002,0.0162
religionszugehörigkeit,16,0.0003,0.0002,0.0002,0.0175,0.0001,0.0002,0.0003,0.0001,0.0002,0.0014
unkenntnis,16,0.0003,0.0002,0.0002,0.0145,0.0001,0.0002,0.0003,0.0001,0.0002,0.0048
untersuchen,16,0.0002,0.0002,0.0038,0.0002,0.0001,0.0098,0.0214,0.0001,0.0002,0.0002
vorstellung,16,0.0003,0.0002,0.0061,0.0002,0.0017,0.0002,0.0179,0.0001,0.0002,0.0002
deutungsmuster,15,0.0006,0.0001,0.0002,0.0002,0.0001,0.024,0.0003,0.0001,0.0002,0.0002
erkenntnis,15,0.0138,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0163,0.0002,0.0015
gängig,15,0.0003,0.0001,0.0002,0.0172,0.0001,0.0002,0.0003,0.0001,0.0002,0.0005
hilfe,15,0.0003,0.0002,0.0002,0.0002,0.0001,0.0152,0.0003,0.0001,0.0002,0.0073
interkulturell,15,0.0003,0.0162,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0083,0.0002
nennen,15,0.0002,0.0002,0.0002,0.0173,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
verhalten,15,0.0003,0.0002,0.0073,0.0002,0.0001,0.0003,0.0206,0.0001,0.0055,0.0029
werteorientierung,15,0.0003,0.0002,0.0002,0.0002,0.0001,0.0167,0.0003,0.0001,0.0002,0.0054
auswirkung,14,0.0003,0.0002,0.0002,0.0002,0.0001,0.0162,0.0043,0.0001,0.0025,0.0002
ideologisch,14,0.0003,0.0062,0.0002,0.0002,0.0001,0.0002,0.0003,0.0272,0.0002,0.0002
minderheit,14,0.0038,0.0111,0.0002,0.0002,0.0001,0.0002,0.0203,0.0045,0.0002,0.0002
situation,14,0.015,0.0023,0.0003,0.0002,0.0001,0.0002,0.0026,0.0016,0.0002,0.0002
sucht,14,0.0073,0.0001,0.0061,0.0002,0.0185,0.0002,0.0003,0.0001,0.0002,0.0002
vernetzung,14,0.0003,0.014,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0013,0.0002
veränderung,14,0.0002,0.0002,0.0072,0.0002,0.0001,0.0002,0.0003,0.0184,0.0074,0.0002
angst,13,0.0059,0.0001,0.0002,0.0002,0.0001,0.0004,0.0026,0.0001,0.0002,0.0109
bürgerrecht,13,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0162,0.0001,0.0152,0.0002
entscheidung,13,0.0011,0.0033,0.0002,0.0002,0.0001,0.0149,0.0003,0.0001,0.0003,0.0002
ergebnis,13,0.0003,0.0002,0.0002,0.0002,0.0001,0.0207,0.0003,0.0001,0.0002,0.0002
grundrecht,13,0.0003,0.0413,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
information,13,0.0003,0.0001,0.0026,0.0002,0.0001,0.0002,0.0003,0.0001,0.018,0.0041
perspektive,13,0.0125,0.0013,0.0002,0.0002,0.0017,0.0002,0.0003,0.0069,0.0002,0.0002
rassismus,13,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0258,0.0038,0.0002
selbstbestimmung,13,0.0003,0.0002,0.0153,0.0002,0.0001,0.0007,0.0003,0.0001,0.0002,0.0002
sexuell,13,0.0002,0.0002,0.0203,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
temperament,13,0.0003,0.0002,0.0002,0.0152,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
theorie,13,0.0003,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0228,0.005,0.0002
wertmaßstäbe,13,0.0005,0.0001,0.0002,0.0002,0.0001,0.0208,0.0004,0.0001,0.0002,0.0002
entwickeln,12,0.0135,0.0001,0.0015,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0044
ethisch,12,0.0003,0.0002,0.0026,0.0002,0.0001,0.0013,0.017,0.0006,0.0002,0.0002
geschichtsunterricht,12,0.0005,0.0002,0.0002,0.0002,0.0001,0.0192,0.0003,0.0001,0.0002,0.0002
haltungen,12,0.0005,0.0001,0.0002,0.0002,0.0001,0.0192,0.0004,0.0001,0.0002,0.0002
klassenstuf,12,0.0207,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
medial,12,0.0003,0.0002,0.0059,0.0002,0.0222,0.0002,0.0003,0.0001,0.0002,0.0114
weg,12,0.0036,0.0002,0.0003,0.0002,0.0054,0.0002,0.0003,0.0001,0.0166,0.0002
bedürfnis,11,0.019,0.0002,0.0002,0.0002,0.0001,0.0004,0.0003,0.0001,0.0002,0.0002
bild,11,0.002,0.0001,0.0002,0.0069,0.0191,0.0002,0.0003,0.0001,0.0027,0.0002
effekt,11,0.0157,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0025,0.0002
identität,11,0.0003,0.0002,0.0038,0.0002,0.0001,0.0002,0.0003,0.0001,0.018,0.0002
interreligiösen,11,0.0003,0.0153,0.0002,0.0002,0.003,0.0002,0.0003,0.0001,0.0002,0.0005
konvention,11,0.0003,0.0002,0.0131,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
natur,11,0.0118,0.0052,0.0016,0.0002,0.0001,0.0035,0.0003,0.0001,0.0002,0.0002
persönlich,11,0.0018,0.0023,0.0007,0.0002,0.0001,0.0002,0.0056,0.0001,0.019,0.0002
politik,11,0.0091,0.0001,0.0002,0.0002,0.0001,0.0002,0.0202,0.0001,0.0002,0.0002
schutzfunktion,11,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0142
wirtschaftlich,11,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0283,0.0002,0.0063
ermitteln,10,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0307,0.0002,0.0002
gegenwärtig,10,0.0003,0.0002,0.0002,0.0002,0.0001,0.0162,0.0003,0.0001,0.0002,0.0002
kommunikation,10,0.0003,0.0001,0.0138,0.0002,0.0016,0.0002,0.009,0.0001,0.0002,0.0002
lernbereich,10,0.0121,0.0002,0.0002,0.0002,0.0001,0.0048,0.0003,0.0001,0.0002,0.0002
nationalsozialismus,10,0.0003,0.0342,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
setzen,10,0.0003,0.0001,0.0143,0.0002,0.0001,0.0002,0.0003,0.0062,0.0002,0.0002
wissenschaftlich,10,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0235,0.0003,0.0002
abhängigkeit,9,0.0075,0.0001,0.0002,0.0002,0.0185,0.0002,0.0003,0.0001,0.0002,0.0002
demokratie,9,0.0019,0.0359,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
dialog,9,0.0003,0.0171,0.0002,0.0002,0.0001,0.0002,0.0004,0.0001,0.0004,0.0002
einzeln,9,0.0037,0.0002,0.0002,0.0002,0.0016,0.0002,0.0023,0.0001,0.0178,0.0002
haloeffekte,9,0.0158,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
individuell,9,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0263,0.0001,0.0002,0.0002
konformitätsdenke,9,0.0158,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
analysekompetenz,8,0.0003,0.0001,0.0002,0.0002,0.0209,0.0002,0.0003,0.0001,0.0002,0.0002
auseinander,8,0.0003,0.0002,0.0144,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
biologismus,8,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0246,0.0002,0.0002
chauvinismen,8,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0246,0.0002,0.0002
ethnozentrismen,8,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0246,0.0002,0.0002
prozeß,8,0.004,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0002,0.0146,0.0061
versatzstück,8,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0246,0.0002,0.0002
demokratisch,7,0.0002,0.0153,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0003
förderung,7,0.0003,0.0154,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
geschlecht,7,0.0003,0.0001,0.0131,0.0002,0.0001,0.0002,0.0003,0.0001,0.0002,0.0002
integration,7,0.0003,0.0001,0.0002,0.0002,0.0001,0.0002,0.0223,0.0001,0.0002,0.0002
modell,7,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0215,0.0002,0.0002
gruppendynamisch,6,0.0003,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.016,0.0002
ordnung,6,0.0003,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0185,0.0002,0.0002
vorgegeben,6,0.0003,0.0171,0.0002,0.0002,0.0001,0.0018,0.0003,0.0001,0.0002,0.0002
sprache,5,0.002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0134,0.0002
