term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
unterschiedlich,116,0.0,0.0001,0.0057,0.0107,0.0,0.0061,0.0028
zusammenleben,115,0.0,0.0008,0.0002,0.0146,0.0018,0.0035,0.0014
religion,114,0.0,0.0021,0.0005,0.0,0.0,0.0,0.0179
argumentation,109,0.0,0.0154,0.0065,0.0,0.0,0.0,0.0
situation,109,0.0039,0.0042,0.0029,0.0,0.0,0.0084,0.005
religiös,108,0.0,0.0053,0.0075,0.0005,0.003,0.0107,0.0
wahrnehmen,108,0.0022,0.0002,0.01,0.0024,0.0,0.0017,0.0057
ethikunterricht,105,0.0162,0.0,0.0033,0.0,0.0,0.0,0.0
auseinandersetzung,103,0.0004,0.0039,0.0121,0.0039,0.0,0.0,0.0015
gewissen,102,0.0011,0.0007,0.0002,0.0,0.0,0.0,0.0171
zusammenhang,100,0.0072,0.0,0.0114,0.0,0.003,0.0,0.0004
sozial,93,0.0,0.0,0.0,0.0052,0.0143,0.0,0.0028
vernunft,90,0.0,0.0093,0.0,0.0,0.0,0.0001,0.0073
toleranz,84,0.0,0.0,0.0,0.0049,0.0,0.0095,0.004
untersuchen,84,0.0,0.0012,0.0,0.0112,0.0043,0.0,0.0
fragestellung,83,0.01,0.0,0.0046,0.0018,0.0,0.0,0.0
entscheidung,80,0.0004,0.0057,0.0,0.0095,0.0,0.0,0.0
wertvorstellung,78,0.0,0.0,0.0083,0.0081,0.0,0.0,0.0
vorstellung,77,0.0005,0.0,0.0,0.0049,0.0,0.01,0.0028
wirklichkeit,76,0.0,0.0023,0.0,0.0019,0.0096,0.0003,0.0031
urteilsfähigkeit,75,0.0,0.002,0.0093,0.0024,0.0,0.0005,0.0021
praktisch,75,0.0092,0.0009,0.0,0.0,0.0023,0.0,0.0018
kritisch,72,0.0022,0.0027,0.0087,0.0004,0.0,0.0026,0.0
folge,72,0.0,0.0089,0.0019,0.0,0.0043,0.0,0.0003
grundlegend,71,0.0078,0.0,0.0001,0.0,0.0076,0.0,0.0
verantwortlich,71,0.0,0.0037,0.0004,0.0012,0.0121,0.0,0.0
menschlich,70,0.0,0.0081,0.0,0.0015,0.0,0.0,0.0038
wahrheit,69,0.0,0.0,0.0,0.0,0.016,0.0023,0.0
sinn,67,0.007,0.0034,0.0,0.0,0.0018,0.0017,0.0
historisch,67,0.0,0.0,0.0157,0.0013,0.0002,0.0,0.0
stehen,66,0.0,0.0,0.0095,0.0051,0.0,0.0,0.0
denken,66,0.0,0.0043,0.0009,0.0003,0.0113,0.0,0.0
stellen,65,0.0032,0.0079,0.0,0.0,0.0022,0.0,0.0
inhalt,65,0.0039,0.0,0.0005,0.0,0.0069,0.0059,0.0
rolle,64,0.0,0.0,0.0007,0.0,0.0094,0.0,0.0051
prüfen,64,0.0,0.0075,0.0001,0.0009,0.0029,0.0,0.0018
allgemein,63,0.0081,0.0,0.0053,0.0,0.0,0.0,0.0
menschenrecht,63,0.0,0.0,0.0,0.0019,0.0022,0.0137,0.0
nehmen,63,0.0,0.0,0.0025,0.0026,0.0,0.0111,0.0007
text,60,0.0,0.0,0.0084,0.0023,0.0001,0.0,0.0022
rechtlich,60,0.0,0.0,0.0005,0.0105,0.0008,0.0,0.0
berücksichtigung,59,0.0,0.0,0.0015,0.0046,0.0078,0.0,0.0001
tier,59,0.0,0.0,0.0,0.0,0.0,0.0,0.011
motiv,58,0.0,0.0025,0.0,0.0,0.0113,0.0,0.0005
begründet,57,0.0,0.0,0.0111,0.0,0.0,0.0031,0.0
umwelt,57,0.0,0.0,0.0001,0.0,0.0041,0.0,0.0077
weltanschauung,56,0.0,0.0,0.0002,0.0,0.0,0.0,0.0097
überprüfen,55,0.0,0.0006,0.0026,0.0,0.0,0.0123,0.0
einzeln,54,0.0005,0.0012,0.0,0.0079,0.0,0.0,0.0
fähigkeit,52,0.0074,0.0017,0.0,0.0,0.0,0.001,0.0
kulturell,48,0.0,0.0001,0.0101,0.0,0.0014,0.0,0.0
technik,45,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0081
lüge,44,0.0,0.0,0.0,0.0,0.0084,0.0033,0.0002
identität,43,0.0004,0.0,0.0,0.0,0.0079,0.0,0.0024
wesen,42,0.0,0.0,0.0,0.0,0.0,0.0,0.008
friedlich,42,0.0,0.0,0.0014,0.0001,0.0,0.0091,0.0013
philosophie,41,0.0072,0.0,0.0006,0.0,0.0,0.0,0.0
stellung,38,0.0,0.0,0.0015,0.0,0.0,0.0098,0.0
einordnen,37,0.0,0.0,0.0088,0.0,0.0,0.0,0.0
darstellung,36,0.0,0.0,0.0089,0.0,0.0,0.0,0.0
staat,35,0.0,0.0021,0.0,0.0,0.0077,0.0,0.0
anwenden,34,0.0,0.0,0.0023,0.0,0.0,0.0074,0.0
standpunkt,33,0.0,0.0,0.0,0.0,0.0,0.0107,0.0
instanz,32,0.0,0.0,0.0,0.0004,0.0068,0.0,0.001
frei,28,0.0,0.0,0.0,0.0,0.0075,0.0,0.0001
gültigkeit,27,0.0,0.0,0.0002,0.0,0.0,0.0089,0.0
konsequenz,27,0.0,0.0005,0.0,0.0,0.0,0.0077,0.0
golden,25,0.0,0.0,0.0,0.0,0.0,0.0075,0.0
