,text_excerpt,state,school type,grade,year,subject,doc_id
30698,"Information durch Fortpflanzung sind die Grundlage für evolutive Entwicklung. Sexuelle Fortpflanzung führt zur Rekombination von genetischem Material und erhöht die genetische Variation. Zusammen mit Selektion ist genetische Variation eine wichtige Ursache für Artwandel. Innerhalb dieses Basiskonzeptes gibt es wesentliche Prinzipien, z. B. Zelldifferenzierung, Reproduktion, Selektion. Kompetenzentwicklung im Fach Biologie in der gymnasialen Oberstufe Im Unterricht soll der Aufbau von Kompetenzen systematisch",Niedersachsen,Gym,Sek2,2022,Bio,30698
30699,"Welt veränderte, Propyläen Verlag: Berlin. North, Michael et al. : Deutsche Wirtschaftsgeschichte - Ein Jahrtausend im Überblick, Auflage, C.H. Beck: München. Philipp, Alexander et al. : Die Deutsche Inflation - Ursachen und Verlauf, GRIN Verlag: München. Pressler, Florian : Die erste Weltwirtschaftskrise: Eine kleine Geschichte der großen Depression, C.H. Beck: München. Rössner, Philipp : Wirtschaftsgeschichte neu denken, Schäfer Poeschel: Stuttgart .",Saarland,Gym,Sek2,2023,Sozialkunde,30699
30700,"Quantitätstheorie - Implementierung von Geldpolitik im internationalen Vergleich Geldmengen- und Zinspolitik Q. Arbeitsmarkt- und Tarifpolitik grundlegendes Niveau Grundkurs und Leistungskurs - Entwicklung von Beschäftigung und Beschäftigungsstrukturen - Formen, Folgen und Ursachen von Arbeitslosigkeit - Wirkung arbeitsmarktpolitischer Instrumente - Tarifvertragsparteien, Tarifpolitik und Tarifautonomie - Entwicklung der Einkommens- und Vermögensverteilung erhöhtes Niveau Leistungskurs - konkurrierende Gerechtigkeitsbegriffe insbesondere Bedarfs- und Leistungsgerechtigkeit, Chancengleichheit, Diskriminierungsprobleme -",Hessen,Gym,Sek2,2024,Sozialkunde,30700
30701,"übernehmen oder Verantwortung abgeben; Fälle aus Jugendgerichtsbarkeit besprechen Thema: Lebensgestaltung zwischen Realismus und Utopie Ziele: Die Schüler entwerfen Wunschbilder gesellschaftlichen Lebens Sach- und Methodenkompetenz, erkennen, dass man Wünsche nach den Ursachen ihrer Entstehung und den Bedingungen ihrer Realisierung befragen muss - Selbstkompetenz, erkennen, dass man auch fragen muss, ob ein Wunsch berechtigt ist Selbst- und Sachkompetenz, nehmen die soziale und politische",MeckPomm,,7-10,,"Ethik, Philo",30701
30702,"wahr - Sozial- und Selbstkompetenz. Inhalte Hinweise zum Unterricht Wunschphantasien entwerfen Welche Ordnung wünschen wir unserem Wunschvorstellungen in Bild und Wort entLeben mit anderen Menschen werfen, Welchen Ursprung und welche Ursachen populäre Wunschvorstellungen untersuchen; haben unsere Wünsche Wie berechtigt sind unsere Wünsche Grundzüge utopischen Denkens ableiten Welchen Preis hat der Auszug in die Zusammenarbeit mit dem Fach Religion Utopie Was führt",MeckPomm,,7-10,,"Ethik, Philo",30702
30703,"Max : Das Ende des Geldes. Hyperinflation und ihre Folgen für die Menschen am Beispiel der Weimarer Republik, FinanzBuch Verlag: München. Galbraight, John Kenneth : Der große Crash - Verlauf, Ursachen, Folgen, Auflage, FinanzBuch Verlag: München. Hauser, Dorathea, John Maynard Keynes et al. : Krieg und Frieden - Die wirtschaftlichen Folgen des Vertrags von Versailles, Berenberg Verlag: Berlin. Knortz, Heike :",Saarland,Gym,Sek2,2023,Sozialkunde,30703
30704,"Gesellschaft, Fischer Taschenbuch: Frankfurt. Rössner, Philipp : Wirtschaftsgeschichte neu denken, Schäfer Poeschel: Stuttgart. Smith, Adam; von Wallwitz, Georg Herausgeber : Der Wohlstand der Nationen Eine Untersuchung seiner Natur und seiner Ursachen, dtv Bibliothek, Band , dtv Verlag: München. Walter, Rolf : Geschichte der Weltwirtschaft - Eine Einführung, UTB Verlag: Stuttgart. Wirtschaftsgeschichte der Weimarer Republik Bundeszentrale für politische Bildung : Weimarer Republik,",Saarland,Gym,Sek2,2023,Sozialkunde,30704
30705,"Prozesse und Handeln: Konflikte, Knappheit, Risiko Wandel: Gewordenheit, Transformation Themenfelder verbindlich: Themenfelder - E. Leben und arbeiten in einer sich wandelnden Gesellschaft - Erscheinungsformen und Strukturen von Gesellschaft - Dimensionen, Ursachen und Folgen sozialer Ungleichheit - Gesellschaft in Veränderung: Erklärungsansätze sozialen Wandels - Kriterien der Ausbildungs- und Berufswahl in einer sich verändernden Gesellschafts- und Wirtschaftswelt E. Herausforderungen des sozialen Wandels für",Hessen,Gym,Sek2,2024,Sozialkunde,30705
30706,"und Folgen der Systemkonfrontationen und der Blockbildungen im Kalten Krieg adressatengerecht in einem digitalen Produkt darstellen und erklären bis Anfang der er Jahre geschichtskulturelle Kompetenz - Formen der Geschichtskultur zu Ursachen und Folgen systembedingter Konfrontation im Kalten Krieg sprachlich differenziert erörtern Grundlegende Wissensbestände - zeitgenössische Rechtfertigungen des Kalten Krieges: Eiserner Vorhang, Zwei-LagerTheorie, Truman-Doktrin - Blockbildungen EWG und RGW, NATO und Warschauer",Sachsen-Anhalt,Gym,,2022,Geschichte,30706
30707,"Beispiel Rationalisierungstheorien, Weltrisikogesellschaft, Netzwerkgesellschaft, Regulationstheorien - Merkmale und Funktionen sozialwissenschaftlicher Beschreibungen und Theorieansätze - Theorieansätze im Vergleich E. Veränderung von Gesellschaft durch Migration - globale ökonomische und politische Entwicklungen als Ursache von Migrationsprozessen - Migration: Chancen und Herausforderungen für die bundesdeutsche Gesellschaft - Vereinheitlichung / Diversifizierung von Kulturen, In- und Exklusion E Wachstum und Lebensqualität in marktwirtschaftlich organisierten Volkswirtschaften Einerseits sind",Hessen,Gym,Sek2,2024,Sozialkunde,30707
30708,in Wissenschaft oder Publizistik zur Entgrenzung von Gewalt im Zweiten Weltkrieg Kurs : Auf der Grundlage von Interpretationen systembedingte Konfrontationen und Kooperationen in der Nachkriegsordnung darstellen und erörtern nach Kompetenzschwerpunkt: Ursachen und Folgen systembedingter Konfrontationen im Kalten Krieg prüfen Interpretationskompetenz - quellengestützt Akteure und deren kontroverse Interessen während des Kalten Krieges auch in ihrem ideologischen Kontext sprachlich reflektiert herausarbeiten narrative Kompetenz,Sachsen-Anhalt,Gym,,2022,Geschichte,30708
30709,"einen an den Menschen und Grundrechten orientierten Standpunkt ... einnehmen, ndividuelle Unterrichtsgestaltung nhaltsbezogene Kompetenzen: nsere Lernenden können ... die weltweit ungleichen Ernährungsmöglichkeiten beschreiben und als Verteilungsproblem analysieren, Hypothesen zu möglichen Ursachen der gegenwärtigen Welternährungssituation formulieren, die Tragfähigkeit der Hypothesen überprüfen, indem sie unterschiedliche und kontroverse Standpunkte zu den Ursachen von Hunger und Unterernährung kennen und einordnen, politische Handlungsoptionen zur Verbesserung der",Hessen,,Sek1,,Sozialkunde,30709
30710,"... Sachverhalte ... unterscheiden, einordnen und problematisieren, kontroverse Positionen zu einem aktuellen Konflikt aus Politik, Gesellschaft, Wirtschaft ... nach ... verfolgten Interessen der Beteiligten und möglichen Auswirkungen beschreiben und unterscheiden, Ursachen und Gründe für gesellschaftspolitische Konflikte herausarbeiten und unterscheiden, die Bedeutung der unterschiedlichen ökonomischen Akteure ... für die wirtschaft liche Entwicklung analysieren und beschreiben. rteilskompetenz zu einem aktuellen gesellschaftlichen, politischen oder",Hessen,,Sek1,,Sozialkunde,30710
30711,"AnforDefinitionen derungsbereiche Entfalten II - III Einen Zusammenhang, einen Sachverhalt oder die eigene Position umfassend und begründet ausführen Erklären II - III Sachverhalte in einen Zusammenhang stellen und Hintergründe bzw. Ursachen aufzeigen Begründen II - III Sachaussagen, Thesen, Urteile usw. durch geeignete Beispiele stützen und zu nachvollziehbaren Argumenten verarbeiten Erörtern Diskutieren III Ein Bewertungsproblem erfassen, unterschiedliche Positionen auf ihre Stichhaltigkeit und",Bremen,Gym,5-9,2017,"Ethik, Philo",30711
30712,"zu werden. aus: Frankfurter Rundschau Online vom .., Verf.: Martina Doering unter: www.fr-online.de/politik/land-grabbing-grenzenlose-gier-nach-land,,.html , Abb. aus: www.inkota.de/uploads/txttproducts/datasheet/Aktionszeitung LandGrabbing.pdf , Zugriff am .. Aufgaben: Untersucht die Materialien im Hinblick auf mögliche Ursachen für den zunehmenden Hunger in der Welt. Formuliert zu jedem Material eine Hypothese Vermutung für die Weiterarbeit nach dem Muster: Weltweit verhungern Menschen trotz ausreichenden Nahrungsmittel angebots, weil ... Aufgaben",Hessen,,Sek1,,Sozialkunde,30712
30713,"in einer Mind-Map zusammengetragen und visualisiert werden. Die Texte hätten dann die Funktion, noch fehlende Gesichtspunkte zu ergänzen. Die Ergebnisse werden im Plenum präsentiert. Analysekompetenz Die Lernenden können ... - Ursachen und Gründe für einen wirtschaftlichen Konflikt herausarbeiten und unterscheiden, - kontroverse Positionen zu einem wirtschaftlichen Konflikt unter dem Aspekt der Auswirkungen auf Beteiligte sowie auf deren Interessen beschreiben und unterscheiden.",Hessen,,Sek1,,Sozialkunde,30713
30714,Lernwege alleine und in Kooperation mit anderen beschreiten Die Lernenden erarbeiten anhand von Texten arbeitsteilig die Vor- und Nachteile verschiedener Entlohnungssysteme für Arbeitgeber und Arbeitnehmer; sie erschließen hiervon ausgehend mögliche Ursachen und Gründe für die Positionen der Konfliktparteien im Fall ROGONTI. M - Alternativ zur direkten Auswertung der Texte könnten leistungsfähige Schülerinnen und Schüler zunächst selbst mögliche Vor- und Nachteile der,Hessen,,Sek1,,Sozialkunde,30714
30715,"Minderheiten und Andersdenkenden, beurteilen die Auswirkungen des Zusammenbruchs des Ostblocks auf den Prozess der deutschen Wiedervereinigung, beurteilen einen aktuellen Konflikt im Nahen Osten auf der Grundlage seiner historisch-wirtschaftlichen und -gesellschaftlichen Ursachen. Lernerfolgsüberprüfung und Leistungsbewertung Die rechtlich verbindlichen Grundsätze der Leistungsbewertung sind im Schulgesetz SchulG sowie in der Ausbildungs- und Prüfungsordnung für die Sekundarstufe I APO-SI dargestellt. Demgemäß sind bei der Leistungsbewertung",NRW,Realschule,,2020,Geschichte,30715
30716,"den Schülerinnen und Schülern Gelegenheit, die eigene Einstellung zu Sport und Ernährung zu reflektieren. Im Zentrum des Fachinteresses steht die Energiebilanz des Organismus. Ein Ungleichgewicht von Bewegung und Ernährung kann Ursache von Erkrankungen sein. Ein zweiter fachlicher Aspekt ist der Zusammenhang von Bau und Funktion des Muskels. Am Beispiel der Muskelarbeit kann Energiewandlung auf verschiedenen Systemebenen beschrieben werden. Der Einfluss von",Rheinland-Pfalz,,Sek1,2014,Bio,30716
30717,soll gängige Fehlkonzepte vermeiden und scheint auf lange Sicht tragfähiger als die alleinige statische Betrachtungsweise. In den Bildungsstandards Physik wird als Teil des Basiskonzepts System formuliert: Ströme benötigen einen Antrieb Ursache und können durch Widerstände in ihrer Stärke beeinflusst werden. Dies bezieht sich sowohl auf die Elektrizitätslehre als auch auf thermodynamische Vorgänge. Das Erkennen dieser strukturellen Äquivalenzen ist hilfreich beim Aufbau,Rheinland-Pfalz,,Sek1,2014,Bio,30717
30718,"zwischen ihnen transportiert wird. Dabei kann der Generator als Elektrizitäts-Pumpe, die einen Potenzialunterschied zum Antrieb erzeugt, angesehen werden vgl. Druckunterschied, Höhenunterschied für das Strömen von Wasser. Induktion wird als physikalische Ursache des Generatorprinzips verstanden: Bewegte Magnetfelder verursachen eine elektrische Spannung zwischen den Enden einer Spule. Eine vertiefte Behandlung kann durch experimentelles und mathematisches Nachvollziehen der Maschenregel ebenso erfolgen wie durch selbst",Rheinland-Pfalz,,Sek1,2014,Bio,30718
30719,"führen zu Veränderungen und sind Antrieb für Ströme. Konzentrationsgefälle sind Antrieb für Stoffaustausch. TF : Aufnahme der Atemgase in das Blut TF : Transpiration bei Pflanzen TF : Ionenstrom als Ursache neuronaler Erregung Ströme können durch Widerstände in ihrer Stärke beeinflusst werden. Lebewesen verfügen über Mechanismen, um Stoffströme oder Energieströme zu beeinflussen. NaWi: Wärmeisolation TF und : Drosselung des Wasserstroms bei",Rheinland-Pfalz,,Sek1,2014,Bio,30719
30720,"ergibt sich die Vielfalt der Stoffe. Lebewesen bestehen aus verschiedenen Stoffen, die das TF : Bei der Zellatmung gehen keine Atome verloren. TF : Die Vielfalt der Pflanzenstoffe hat ihre Ursache im BinBasiskonzept Teilchen-Materie/Stoff Element Kohlenstoff enthalten. Aus den Elementen COHNSP wird Biomasse aufgebaut. Die Anordnung von Molekülbausteinen in Proteinen oder Nukleinsäuren bestimmt deren Funktionen. dungsverhalten von Kohlenstoff. TF : Die",Rheinland-Pfalz,,Sek1,2014,Bio,30720
30721,"Voraussetzung für Individualität und Vielfalt innerhalb von Populationen. NaWi: Züchtung TF : Bei der Befruchtung der Eizelle entsteht ein neuer Mensch mit neuen Eigenschaften. TF : Sexualität Meiose, Befruchtung ist Ursache für Individualität. TF : Veränderungen von Lebewesen lassen sich gentechnisch herbeiführen. Basiskonzept Entwicklung Durch das Zusammenspiel einzelner Veränderungen treten spontan völlig neue Systemeigenschaften auf Emergenz. Im Laufe der Evolution treten",Rheinland-Pfalz,,Sek1,2014,Bio,30721
30722,"Grenzflächen Wärmelehre: thermische Ausdehnung Mechanik: Wechselwirkungen Schwerpunkt Basiskonzepte Einfaches Modell für Entstehung und Übertragung von Schall WW,SY Teilchenvorstellung MA Bezug zu akustischen Phänomenen WW,SY Nutzen der Teilchenvorstellung MA Wechselwirkung als Ursache für Bewegungsänderung Kraft als Stärke und Richtung einer WW dynamischer Kraftbegriff Schwerpunkt Kompetenzen Beobachten und Darstellen Bewerten von Schutzmaßnahmen gegen Lärm Quantitativ Experimentieren, Nutzen von Diagrammen, Vorhersagen aus Modell treffen",Rheinland-Pfalz,,Sek1,2014,Bio,30722
30723,"- AG : Warenterminbörsen unter Auswertung unterschiedlicher Materialien Basis material und Vertiefungen die in den Hypothesen formulierten Ursachen nach folgender Struktur: Sie - beschreiben den Sachverhalt, - erarbeiten Gründe und Ursachen, - arbeiten unterschiedliche Interessenlagen der beteiligten Akteure heraus und erläutern daraus resultierende Folgen und Auswirkungen; überprüfen die aufgestellten Ausgangshypothesen und beurteilen deren Tragfähigkeit; bereiten einen mediengestützten Vortrag für die Klasse",Hessen,,Sek1,,Sozialkunde,30723
30724,zur Entwicklung eines individuellen Energiekonzeptes im Verlaufe des Physikunterrichts. Abb.: Aufbau eines individuellen Energiekonzeptes Ebene der Basiskonzepte Ebene des Fachwissens Beispiele - Qualitative Energiediagramme Pfeile und Geräte - Energie als Ursache für Bewegung - Nutzung von Sonnenenergie - Energieträger - Einfacher elektrischer Stromkreis Ebene der Lebenswelt Beispiele - Energie und Leistung bei elektrischem Strom - Generatoren als Elektrizitätspumpen - Spannung als,Rheinland-Pfalz,,Sek1,2014,Bio,30724
30725,"- AG : Subventionspolitik der EU - AG : Landnahme/-kauf Land Grabbing M-M - AG : Warenterminbörsen unter Auswertung unterschiedlicher Materialien Basis material und Vertiefungen die in den Hypothesen formulierten Ursachen nach folgender Struktur: Sie - beschreiben den Sachverhalt, - erarbeiten Gründe und Ursachen, - arbeiten unterschiedliche Interessenlagen der beteiligten Akteure heraus und erläutern daraus resultierende Folgen und Auswirkungen; überprüfen die",Hessen,,Sek1,,Sozialkunde,30725
30726,"B eine in die Tiefe gehenden Auseinandersetzung mit den speziellen Problemen der Hyperkinetischen Störung. Da Christian seine Wahrnehmungsprozesse und körperliche Abläufe bei seiner Schilderung in den Vordergrund stellt, sollten genetische Ursachen auf jeden Fall angesprochen werden. Dabei ist, gerade unter Berücksichtigung der Normverstöße von Christian, ein Eingehen auf die Wechselwirkung von genetischen Grundlagen des Verhaltens und sozialen Reaktionen der Umwelt gefordert.",,,,2006,"Psychologie, Gesundheit",30726
30727,"Schüler lernen die Entstehung und Vielfalt des Lebens wissenschaftlich zu erklären. Das in der Orientierungsstufe erworbene Verständnis über Zuchtwahl wird genutzt, um das Zusammenspiel von Variabilität, Mutation und Selektion als Ursachen für Veränderung zu verstehen. Merkmalskombinationen und Mutation sind zufällig. Deren Wirkung über große Zeiträume hinweg führt zur Vielfalt der Arten. Der Evolutionsprozess ist unumkehrbar, ausgestorbene Arten sind unwiderruflich verloren. Evolution",Rheinland-Pfalz,,Sek1,2014,Bio,30727
30728,"Entwicklung mit Hilfe von Stammbäumen, wenden die Evolutionstheorie auf verschiedene Problemstellungen, z. B. Aussterben oder Entwicklung von Arten, an. Beitrag zur Entwicklung der Basiskonzepte: Entwicklung Mutation, Variabilität und Selektion sind Ursachen der Evolution. Durch Mutation und Selektion entwickelten sich aus einfachen Formen im Laufe der Evolution komplexe, hoch spezialisierte Organismen. Durch sexuelle Fortpflanzung wird die Variabilität erhöht. Angepasste Organismen haben einen",Rheinland-Pfalz,,Sek1,2014,Bio,30728
30729,"Sprachgebrauch ist der Schlüssel zum Verständnis der unterschiedlichen Organisationsebenen der Genetik. Kompetenzen: Schülerinnen und Schüler wenden einfache Modelle an, um den Weg vom Gen zum Merkmal zu erklären, erschließen die Ursachen der Individualität durch modellhafte Darstellung von Meiose und Befruchtung, beschreiben Individualität auf verschiedenen Organisationsebenen, nutzen kombinatorische Methoden Kreuzungsschemata, um Wahrscheinlichkeit für Geno- und Phänotypen vorauszusagen. Beitrag zur Entwicklung der Basiskonzepte:",Rheinland-Pfalz,,Sek1,2014,Bio,30729
30730,"Umgebung. Stellen Sie den Begriff Abweichendes Verhalten am Beispiel des Offenen Briefes dar. Diskutieren Sie in diesem Zusammenhang auch die Problematik des Normbegriffs. Erklären Sie, wie durch das Zusammenwirken verschiedener Ursachen Verhaltensstörungen hervorgerufen werden können. Welche Maßnahmen schlagen Sie vor B. Unterrichtliche Voraussetzungen Der folgende Lösungsvorschlag geht davon aus, dass das Thema Hyperkinetische Störung nicht im Unterricht behandelt wurde. Behandelt wurde",,,,2006,"Psychologie, Gesundheit",30730
30731,"Krise und Stabilität Das Scheitern der Republik Verfassungsgrundsätze der parlamentarischen Demokratie Grundrechte Rechtsstaat Gewaltenteilung Föderalismus Willensbildungsprozesse und politische Entscheidungen in der Bundesrepublik Deutschland Parteien Staatsorgane Einfluss zivilgesellschaftlicher Akteure Forderangebote Inflation: Ursachen und Folgen direkte Demokratie, Volksgesetzgebung Rätedemokratie oder parlamentarische Demokratie Demokratie im alten Griechenland Beitrag zur Leitperspektive W: Die in dieser Unterrichtseinheit zu thematisierenden Verfassungsgrundsätze eröffnen die Möglichkeit, die Gelingensbedingungen und",Hamburg,Stadtteilschule,5-11,2024,Sozialkunde,30731
30732,"von Beobachtungen, Untersuchungen, Experimenten oder Aussagen formulieren: fallbezogene Handlungsanweisungen konstruieren Dokumentieren III Entscheidende Erklärungen und Herleitungen darstellen Begründen / Zeigen III Sachverhalte auf Regeln und Gesetzmäßigkeiten bzw. kausale Beziehungen von Ursache und Wirkung zurückführen Beurteilen / Entscheiden III Zu einem Sachverhalt ein selbstständiges Urteil unter Verwendung von Fachwissen und Fachmethoden formulieren und begründen Bewerten III Einen Gegenstand an erkennbaren Wertkategorien oder",,,,2006,"Psychologie, Gesundheit",30732
30733,soweit möglich - zu im Text beschriebenen Merkmalen in Beziehung. Beschreiben Sie die geschilderten Maßnahmen zur Behandlung und setzen Sie diese in Bezug zu den zu Grunde liegenden Annahmen möglicher Ursachen der Störung. Nehmen Sie eine paradigmatische Zuordnung vor. Unterricht mit erhöhtem Anforderungsniveau: offenere Aufgabenstellung Text zur Schizophrenie Untersuchen Sie den Text auf Merkmale der Schizophrenie. Hier müssen die Schülerinnen und,,,,2006,"Psychologie, Gesundheit",30733
30734,"verhungern Menschen trotz ausreichenden Nahrungsmittel angebots, weil ... Aufgaben für die Gruppenarbeit: Überprüft die aufgestellte Hypothese, indem ihr a die mit dem Problem verbundenen Sachverhalte genau darstellt, b Gründe und Ursachen erarbeitet, c Interessen/Interessenlagen der beteiligten Akteure benennt und d Folgen und Auswirkungen aufzeigt. Bereitet einen mediengestützten Vortrag vor, mit dem ihr die Klasse über euer Thema informiert. M: Spekulation mit",Hessen,,Sek1,,Sozialkunde,30734
30735,Folgen systembedingter Konfrontationen im Kalten Krieg prüfen Interpretationskompetenz - quellengestützt Akteure und deren kontroverse Interessen während des Kalten Krieges auch in ihrem ideologischen Kontext sprachlich reflektiert herausarbeiten narrative Kompetenz - Ursachen und Folgen der Systemkonfrontationen und der Blockbildungen im Kalten Krieg adressatengerecht in einem digitalen Produkt darstellen und erklären bis Anfang der er Jahre geschichtskulturelle Kompetenz - Formen der Geschichtskultur zu,Sachsen-Anhalt,Gym,,2022,Geschichte,30735
30736,"Quelle: Oxfam Deutschland e.V. www.oxfam.de/mahlzeit/spekulation , Zugriff: .. Arbeitsblatt : Arbeitsgruppe Aufgaben Überprüft die aufgestellte Hypothese, indem ihr a die mit dem Problem verbundenen Sachverhalte genau darstellt, b Gründe und Ursachen erarbeitet, c Interessen/Interessenlagen der beteiligten Akteure benennt und d Folgen und Auswirkungen aufzeigt. Erstellt mit Hilfe dieses Arbeitsblatts einen Spickzettel, der die wichtigsten Ergebnisse eurer Arbeit enthält. Bereitet einen mediengestützten",Hessen,,Sek1,,Sozialkunde,30736
30737,"einzelnen Akteure, ihre unterschiedlichen Interessen und ihren Einfluss auf den politischen, wirtschaftlichen und gesellschaftlichen Prozess und wenden dabei ausgewählte fachspezifische Begriffe korrekt an. Insbesondere sind sie in der Lage, verschiedene Ursachen gesellschaftspolitischer Phänomene herauszuarbeiten und zu unterscheiden. Bei der Bearbeitung wirtschaftlicher Fragestellungen lernen die Schülerinnen und Schüler die spezifischen Methoden ökonomischer Analyse kennen. Dabei ist die Kosten-Nutzen-Analyse von einfachen Entscheidungssituationen sowohl",Hessen,Realschule.pdf,,,Sozialkunde,30737
